column1,column2,column3,column4,column5,column6
0,2061835520,Sat Jun 06 21:43:28 PDT 2009,NO_QUERY,dbeamon123,wow so i just got home from ihop and im ao disappointed at how small my plate of food was
0,2064760805,Sun Jun 07 07:06:20 PDT 2009,NO_QUERY,miaballerina,"@amethystic me too, he seems like a lovely man. i hope sam goes after this elimination, grr. speaking of food, i want some. has none"
0,2067894224,Sun Jun 07 13:08:34 PDT 2009,NO_QUERY,K4YLYN,@mtvbuzzworthy im sorry about the food poisoning.  i hope you feel better!
0,"",Mon Jun 15 02:08:05 PDT 2009,NO_QUERY,nadidas,"today, restaurant city robbed me of my daily free ingredient + my daily food quiz opportunity to get another free ingredient"
0,"",Mon Jun 15 03:28:07 PDT 2009,NO_QUERY,bursaar,@megron poor baby  food poisoning?
0,"",Mon Jun 15 13:43:11 PDT 2009,NO_QUERY,KarinaKhol,@shootingxstar soo i joined twitter but i want it on my phoneee  &amp; i thought u wrote my stomach won't stop growing for a sec.. food baby!
0,"",Tue Jun 16 13:14:48 PDT 2009,NO_QUERY,skhan813,@asnarehman22 thanks dude  @shaikhafifah i'm gonna cough in your food this weekend
0,"",Wed Jun 17 02:51:15 PDT 2009,NO_QUERY,Risukaa,yeah im extremely hungry over here  someone bring me some food to lib lvl.3 pleaseee..
0,"",Fri Jun 19 10:27:20 PDT 2009,NO_QUERY,mikefrench668,headed out with tami &amp; the kids to reload on some heathy foods! freakin rain is killing my mc mojo....
0,"",Fri Jun 19 12:45:48 PDT 2009,NO_QUERY,matthewharris,anyone going to see food inc. this weekend? it's only playing in one theatre in toronto.
0,"",Sat Jun 20 14:51:02 PDT 2009,NO_QUERY,Sethers,@tcy28 that's horrible! being able to eat the food that the kids don't destroy is the best part.
0,"",Sat Jun 20 17:43:26 PDT 2009,NO_QUERY,humanPincushion,"just got a plate full of food from the bakery, trying to force my appetite back. looks so good, how am i not hungry?"
0,"",Sat Jun 20 23:45:21 PDT 2009,NO_QUERY,Qianjingz,just realise there isn't anymore dog food for kiki and max
0,"",Thu Jun 25 08:21:06 PDT 2009,NO_QUERY,minaluvsjonas,"@xfreshtodeathx yes you are. i couldnt buy everything i wanted, cause i left my card at home, and i only had $80 to spend. and i got food"
0,1676806201,Fri May 01 23:16:01 PDT 2009,NO_QUERY,spyclub,failed to rent bikes for the company social  but we are still having a walk and a picnic (just need to go buy the food)...
0,1956050819,Thu May 28 21:05:40 PDT 2009,NO_QUERY,thatwemightfly,monty has upchucked his food three times since leno started.  poor little guy
0,1967372154,Fri May 29 19:27:36 PDT 2009,NO_QUERY,LuLuBelle1,a day without twitter is like a day without food! though i didn't do either today because i was/am sick!
0,1972943262,Sat May 30 10:10:43 PDT 2009,NO_QUERY,ErikaKeavs,i'm glad you had a good time! not so much about the food poisoning!
0,1973565653,Sat May 30 11:24:02 PDT 2009,NO_QUERY,abednaderbc,@lzmerritt i am always hungry because i am broke and have no money.  maybe one day i will enjoy food on a more consistent level.
0,1981532339,Sun May 31 09:21:10 PDT 2009,NO_QUERY,FabiolaParamita,arrgh i intensely dislike coming home to no food
0,1984859386,Sun May 31 15:57:10 PDT 2009,NO_QUERY,thetoughsams,"@alams haha, i am not on intervention  i need a food one though"
0,1984898127,Sun May 31 16:01:37 PDT 2009,NO_QUERY,SkullyRox,has a tummy ache. i hope to flip it's not food poisoning from the bbq earlier!
0,1991988886,Mon Jun 01 08:00:41 PDT 2009,NO_QUERY,CatboxHoney,omg!! i feel like crap right now!! must have food &amp; medicine then sleep
0,1996376923,Mon Jun 01 14:59:03 PDT 2009,NO_QUERY,aziancutiepie,sitting here trying to write a song....but foodnetwork is distracting me!!!
0,2010641054,Tue Jun 02 17:43:23 PDT 2009,NO_QUERY,bethasaurr,i've bruised both collarbones and my right shoulder from carrying that cool-bag full of food around all day
0,2015680900,Wed Jun 03 05:16:16 PDT 2009,NO_QUERY,skewed_centner,shopping food stuff... cant wait to see the stupid zirndorf people
0,2016632715,Wed Jun 03 07:06:24 PDT 2009,NO_QUERY,SamStersAPixxie,"i dont eat sea food but im lookin 4ward 2city island 2nite,damn i still can believe 2morrow ima b another year older, but i still feel 22"
0,2048633492,Fri Jun 05 15:31:11 PDT 2009,NO_QUERY,seriousguy,"funfair is back in town, owning at skeeball, owning at the shooting range, food is terrible, but there is nobody to give my teddybear"
0,2055043968,Sat Jun 06 08:35:26 PDT 2009,NO_QUERY,jrstanley,still managed to spend £9 on food in asda that only needs to last me until tomorrow
0,2064175762,Sun Jun 07 05:28:26 PDT 2009,NO_QUERY,Aitch_Bee,"@amesisthename you still visiting the park in the rain?i may have to wait until later to join you,food shopping got in the way of reading"
0,"",Tue Jun 16 11:10:26 PDT 2009,NO_QUERY,nikkikikicoco,"ff for food then to get ready for last show tonight - saratoga, back home to uk tomorrow  x"
0,"",Tue Jun 16 19:24:23 PDT 2009,NO_QUERY,onixgrant,"almost had a nando's chicken burger tonight (his favorite south african fast food - now in dc), but the line was too long  #fb"
0,"",Thu Jun 18 06:38:20 PDT 2009,NO_QUERY,The_Timekeeper,@tiptoetoo our 9-y-o greyhound is allergic to everything &amp; got into the other dogs' food=diarrhea; goopy ears; itchy (then bleeding) toes
0,"",Fri Jun 19 16:24:43 PDT 2009,NO_QUERY,dgnt08,just got home from food shopping and now cooking  my god i am tired
0,"",Sat Jun 20 12:22:06 PDT 2009,NO_QUERY,happymonkeyshoe,@markachambers heh nah not that ot today  have to take it easy on kerry with spicy foods since the op. not as hot as i would have liked
0,"",Sun Jun 21 01:53:09 PDT 2009,NO_QUERY,hobbyzu,"@renmiu i think it's my diet. only started eating fruit &amp; veg recently. my food groups were sweet, salty, chocolatey, fizzy and crunchy."
0,"",Tue Jun 23 14:46:59 PDT 2009,NO_QUERY,DruidAeon,i am no fan of cheap people. i have a family sitting at my bar that apparently thinks its ok to bring their own food to a restaraunt.
0,"",Wed Jun 24 23:22:04 PDT 2009,NO_QUERY,bbbbailey,@ dinner w the fam! eating mexican. aaaand they don't have steak for my carne asada! that i get every time i get mexican food! bummer
0,"",Wed Jun 24 23:44:17 PDT 2009,NO_QUERY,purelysweet21,feeding a cat at work its so sad to see animals roaming the streets wit no food
0,"",Thu Jun 25 00:44:07 PDT 2009,NO_QUERY,Meagangrant,fudge. i need food more than shia labeouf. guess this means no transformers
0,"",Thu Jun 25 09:32:39 PDT 2009,NO_QUERY,kisses4rmkurls,on lunch and i don't have any food  what am i gonna do
0,"",Thu Jun 25 10:20:12 PDT 2009,NO_QUERY,IndiaLovesYou,"i haven't eaten yettt  food, where are you?"
0,1684788989,Sat May 02 22:03:10 PDT 2009,NO_QUERY,courtney__anne,tireddd as fuck. full of crappy junk food.
0,1794464209,Thu May 14 05:52:27 PDT 2009,NO_QUERY,MaxUskov,i want food.
0,1825028793,Sun May 17 04:01:31 PDT 2009,NO_QUERY,KaveyF,"@foodieguide with all the talk of oriental city, i'm now missing the old colindale food court  dreadfully. i loved it."
0,1881472982,Fri May 22 04:45:48 PDT 2009,NO_QUERY,ryanmartin_,there's no food in the fridge as usual. there's literally only butter. i guess the concept of eating to stay alive has eluded my parents.
0,1882949402,Fri May 22 07:45:34 PDT 2009,NO_QUERY,kayewu,@nzmik are you kidding me? you guys actually had food i would eat in your fridge. you should take a look at my fridge. nothing
0,1956041490,Thu May 28 21:04:38 PDT 2009,NO_QUERY,Earthspacetime,@kcastillo72 same k.. i am having a headache too  night fun chatting about food
0,1979882404,Sun May 31 04:53:10 PDT 2009,NO_QUERY,thegothicabyss,feels like im gonna throw up  that part food was evil &gt;=[
0,1981932973,Sun May 31 10:11:12 PDT 2009,NO_QUERY,Elissa_Kube,"wally world....taking shorty out for dinner, since she is moving away from us  mmm greek food!"
0,2001015167,Mon Jun 01 23:35:38 PDT 2009,NO_QUERY,aleiasoflyy,"all of the sudden i just feel very empty, as if food couldnt fill me up"
0,"",Mon Jun 15 18:45:04 PDT 2009,NO_QUERY,annabean02,definitely feels like shes gonna pass out soon. i want real food. not till wednesday evening
0,"",Tue Jun 16 19:14:40 PDT 2009,NO_QUERY,atika92,im so hungry! there's no food at home
0,"",Tue Jun 16 21:49:21 PDT 2009,NO_QUERY,gabeezy,damnit. fail. i didnt run my miles today  all i ate were fatty oily foods. smh
0,"",Wed Jun 17 02:35:28 PDT 2009,NO_QUERY,eatlikeagirl,"@foodbymark oh that's a shame! really, it is.  twitter search should go further than that."
0,"",Thu Jun 18 18:13:29 PDT 2009,NO_QUERY,jassand,"hmm had to make a choice, decided to go to the food inc. reception and screening instead of hanging out at the #scgeek dinner"
0,"",Thu Jun 18 23:23:34 PDT 2009,NO_QUERY,GetaVe,"jaffe i miss your videos, every friday at work i would buy some greek food (gyro, rice, salad) mix it all up and watch your vid as i ate."
0,"",Fri Jun 19 17:24:15 PDT 2009,NO_QUERY,shopcalico,"omg! but the raw bar! the food! amazing! ...trying to steal the comp tampons from the powder room, but they don't fit in my clutch!"
0,"",Tue Jun 23 12:14:43 PDT 2009,NO_QUERY,yumabooma,@slapa_da_bass sounds delicious. i wish i could find a fast food place that sold big piles of healthy chicken
0,"",Tue Jun 23 17:14:53 PDT 2009,NO_QUERY,dl0522,"just finish eatting dinner, peanut butter sandwish and some milk, i am set now dont have any food in the house"
0,"",Thu Jun 25 07:26:42 PDT 2009,NO_QUERY,KarenR59,@7angela7 i don't eat seafood or pork.  i'm sure they got some big 'ole beef?! lol
0,"",Thu Jun 25 09:40:32 PDT 2009,NO_QUERY,moopy,is back and missing authentic japanese food
0,1564467126,Mon Apr 20 03:37:47 PDT 2009,NO_QUERY,calee01,"very stuffed and there's still loads of food on the table! somebody help me, my dad's abandoned me to finish up"
0,1686410521,Sun May 03 05:18:38 PDT 2009,NO_QUERY,disenchantedsl,managed to put down breaking dawn on the 4th try. nealry finished. java wont work on my firefox and its upsetting me  need food
0,1692138768,Sun May 03 19:21:28 PDT 2009,NO_QUERY,KateBentley,"@hanspam  sooo jealous. i want to see it  not til june though, june!! we have no food in the house and its labour day so nothings open !"
0,1933062367,Tue May 26 22:54:00 PDT 2009,NO_QUERY,veganbakesale,"@huggerfood i feel the same way, really glad that i can't have most available junk foods. angel food cake was my cake of choice though"
0,1982357986,Sun May 31 11:02:57 PDT 2009,NO_QUERY,CeeJayLxEnts,what a munch! just ate at negril! what u know about a carribean omlette! how will i ever eat uk food again!
0,1989073761,Mon Jun 01 00:15:35 PDT 2009,NO_QUERY,Flowersfade,hiding in the blankets with hot food. god its freezing..
0,1993289134,Mon Jun 01 10:08:17 PDT 2009,NO_QUERY,goodshoeday,@foodsafariuk i'm so tempted by this idea but get soooooo sea sick  so prob bad idea for me
0,2001847017,Tue Jun 02 02:16:42 PDT 2009,NO_QUERY,toriKh,apparently belly is really used to healthyish food now &amp; really resents unhealthy. it letting me know that loud n clear
0,2014752116,Wed Jun 03 02:34:11 PDT 2009,NO_QUERY,meghornby,@laurenw95 thats sad  thats just how bored you are eee give me some food. k? thanks.
0,2049419289,Fri Jun 05 16:50:53 PDT 2009,NO_QUERY,Shadowful,i wish my mouth would stop bleeding. i need food
0,2053810215,Sat Jun 06 05:46:08 PDT 2009,NO_QUERY,ciaobella7,prepping food for tonight. @reigning1 is at a wknd training 4 work  so the girls are coming over tonight for some girl time!
0,2064001295,Sun Jun 07 04:53:18 PDT 2009,NO_QUERY,hsutterby,"ergh, i think ive given myself food poisoning  someone, anyone wish me well"
0,2067619204,Sun Jun 07 12:39:52 PDT 2009,NO_QUERY,Joe_McHugh,eaten way too much junk food. feel as if i'm about to explode! not good
0,"",Mon Jun 15 22:56:57 PDT 2009,NO_QUERY,nicoleunguyen,@zasher816 seriously!!!! i'm in need of mexican food  i've been thinking about it for days!!!
0,"",Wed Jun 17 15:30:21 PDT 2009,NO_QUERY,emunderpants,waiting for chinese food...again...it went to the wrong house before
0,"",Thu Jun 18 09:32:10 PDT 2009,NO_QUERY,LegendkillerWWW,wishes he had food
0,"",Sat Jun 20 09:51:43 PDT 2009,NO_QUERY,Blu_Phenix,just woke up after 12 hrs of work. going to buy some food i'm hungry. then going play some games before i go back work for 12 hrs.
0,"",Sat Jun 20 12:57:14 PDT 2009,NO_QUERY,thenameislove,why do i love food so much?
0,"",Sat Jun 20 20:09:14 PDT 2009,NO_QUERY,elbarbaro,i hate putting food away  #squarespace
0,"",Sun Jun 21 04:36:07 PDT 2009,NO_QUERY,27milesaway,just went out buy food with mommie and saw a cat and i u-turned &amp; walked another path!! urgh how to overcome fear of cats?
0,1957426182,Fri May 29 00:27:58 PDT 2009,NO_QUERY,EAZY_ERON,@dameenrouge i have been to tara thai a few times for friend's birthdays and the food i had was pretty bad.
0,1976057652,Sat May 30 16:29:44 PDT 2009,NO_QUERY,Singing2jc1,i've been livin' on the wrong side of memphis.   ...thus concludes my repertoire of memphis lyrics. now where's food?!
0,1979830720,Sun May 31 04:40:46 PDT 2009,NO_QUERY,nicolejensen,"excellent evening out with for #steaktub, but i may whinge tomorrow about @thefoxhotel. cheap food, but shouldn't be cheap service. sorry"
0,1980367521,Sun May 31 06:32:05 PDT 2009,NO_QUERY,lemongeneration,@ilkee lol well its raining cows and pigs here so i wasnt able to buy a cupcake for his bday  food was well kinda nice today xd
0,2016399717,Wed Jun 03 06:42:38 PDT 2009,NO_QUERY,crysbreezy,@polaryss the wiz is my fave movie of all time! it depends cuz weds are my busiest days  how's the food there?
0,2063189746,Sun Jun 07 01:41:46 PDT 2009,NO_QUERY,kellyzimmer,so..i figured out that when there's crappy dinner at a 6:30 awards ceremony - and i don't eat said crappy food - i get hungry at 1:40am..
0,"",Sun Jun 14 14:31:21 PDT 2009,NO_QUERY,DJ_CNo,"@jaenarae. i assume ur not at my grad  haha jk, don't eat too much foo, there's a shitload of food at the house!"
0,"",Mon Jun 15 04:29:00 PDT 2009,NO_QUERY,CoConutShelle,the lack of food n sleep is gettin to me now.. gettin grumpy  x
0,"",Mon Jun 15 05:28:59 PDT 2009,NO_QUERY,Lisa410,i need proper food! i'm sick of toast and tea
0,"",Mon Jun 15 08:13:21 PDT 2009,NO_QUERY,rancielle,@norman_yeo i miss your food!
0,"",Mon Jun 15 09:53:45 PDT 2009,NO_QUERY,gabiigarcia,tengo hambre !   @adrigabz i need food! bring it! ;p
0,"",Tue Jun 16 17:41:02 PDT 2009,NO_QUERY,amyralph1,@nikkibender what is the plan? did he give you food and stuff or just exercise? lets go out for food this weekend.i have to work saturday
0,"",Thu Jun 18 15:09:06 PDT 2009,NO_QUERY,cokedrinkr,got my food handler's license! but still no job...
0,"",Fri Jun 19 04:42:50 PDT 2009,NO_QUERY,WinniesCorner,"gonna make food yaay...well not for me, for some people"
0,"",Sat Jun 20 11:06:55 PDT 2009,NO_QUERY,midnghtangel82,up finally...food...then tons of laundry.  boo  laundry sucks
0,1557542102,Sun Apr 19 04:44:15 PDT 2009,NO_QUERY,olemissmom,thought i had food poisoning...guess not..the rest of the fam is throwing up...lovely. no church today
0,1751130009,Sat May 09 18:44:05 PDT 2009,NO_QUERY,MsConfident,"@mz_icandy they mama went to get them food and they became food, id die if someone just ate my doggie oh em gee just the thought makes me"
0,1977353456,Sat May 30 20:47:05 PDT 2009,NO_QUERY,beccalexis,"2nd excuse is that they overlooked another person ahead of us. its been an hour, we were told 30min......  the food better be worth it!"
0,2052436581,Sat Jun 06 00:43:31 PDT 2009,NO_QUERY,ashrose89,i need food. too bad im not at home  i miss my man and my cat.. is that weird? ha
0,2060805285,Sat Jun 06 19:36:42 PDT 2009,NO_QUERY,sygboi,i told yall today was crazy and fun i almost got my ass shot and cashed out on some food' lol  no mall for me today
0,2070408613,Sun Jun 07 17:38:31 PDT 2009,NO_QUERY,6uillermo6arcia,good bye! fast food and candy. you'll greatly be missed
0,2070840595,Sun Jun 07 18:23:21 PDT 2009,NO_QUERY,MeliciaMarie,@prophpeezy damn can i get some food???
0,"",Mon Jun 15 05:59:47 PDT 2009,NO_QUERY,ian_si,"@fionaflame oh no, that's even worse!  *wonders if can start a blue peter appeal to send urgent food parcels to bath*"
0,"",Mon Jun 15 14:18:26 PDT 2009,NO_QUERY,mlegrimm,i have a feeling i will be cutting it close getting to my flight. . . looks like no food for me
0,"",Mon Jun 15 20:27:44 PDT 2009,NO_QUERY,RobbyRav,my apologies to all my asians. i save my chinese food phone numbers uner random asian names. such as &quot;shang!&quot; or &quot;chow!&quot;.
0,"",Tue Jun 16 00:54:40 PDT 2009,NO_QUERY,senoshi,"@valasjak re dieting; trying to fix the food thing first, one step at a time, you know me. trying to eat more fruit/veg &amp; less chocolate."
0,"",Tue Jun 16 01:49:54 PDT 2009,NO_QUERY,kransky,omg woolies bought macro wholefoods  nooooooooooooooooooooo
0,"",Tue Jun 16 03:44:42 PDT 2009,NO_QUERY,joyseph,all these meds are counteracting each other. one wants food gone the other's tryina keep it down. makes for an unhappy (and hungry) joy
0,"",Sat Jun 20 12:08:46 PDT 2009,NO_QUERY,altonkeh,i'm feeling horrible! tummy hurts and i'm having diarrhoea. suspected food poisoning!  what if i die tonight! aaah! a bit feverish too..
0,"",Sat Jun 20 22:00:22 PDT 2009,NO_QUERY,almam1231,just got home from hanging out w/ some good friends. had a blast! they took me to this seafood place. i ate so freakin' much! i'm stuffed
0,"",Tue Jun 23 12:51:41 PDT 2009,NO_QUERY,kellynguyenn,"finally eating. i'm starving! well, we gotta wait for the food too. what should i do today? summers getting boring"
0,"",Thu Jun 25 02:02:00 PDT 2009,NO_QUERY,sjor,"@mr_cellophanelv i'm thinking about food too, now."
0,1548837356,Fri Apr 17 22:07:34 PDT 2009,NO_QUERY,hollseey,"off to buy bread in a few mins, the house is literally empty of food  i think i ate it all.. lol"
0,1554168279,Sat Apr 18 16:15:21 PDT 2009,NO_QUERY,4names,"grilling out....good food! at 6 it was 71, at 615, it's now 60  i was enjoying the warm wheather while it lasted..."
0,1676676071,Fri May 01 22:48:07 PDT 2009,NO_QUERY,j3thica,food poisoning.
0,1828063755,Sun May 17 12:00:54 PDT 2009,NO_QUERY,jeriel_armani,man i miss sunday dinners with the fam!  i need sum real food 2night.
0,1832823316,Sun May 17 21:35:08 PDT 2009,NO_QUERY,davemacdonald,just re-watched &quot;we feed the world.&quot; i'd forgotten some of the chilling systemic effects of our global food production. so disturbing.
0,1835193999,Mon May 18 05:23:28 PDT 2009,NO_QUERY,kittieskrafts,@nancetron got food poisoning?  poor baby
0,1883432181,Fri May 22 08:32:32 PDT 2009,NO_QUERY,xxPrinnyDooDxx,i dreamt of eating really good food. i even tasted it in my sleep. then i woke up starving
0,1968945588,Fri May 29 22:36:51 PDT 2009,NO_QUERY,hayleytrotter,is finding it hard to study/work without snacking... need brain food! (in the form of chocolate)....
0,1972596613,Sat May 30 09:31:24 PDT 2009,NO_QUERY,OMGItsTopher,update on food... dunkin donuts has horrible customer service
0,1976593789,Sat May 30 18:32:03 PDT 2009,NO_QUERY,tapps,"hungry, but not in the mood for any food in my house + missing my friends having fun in nyc + feeling unfocused &amp; uninspired = sad tapps"
0,1984658625,Sun May 31 15:32:46 PDT 2009,NO_QUERY,LeahMOB,no cabs in site. gonna fucking miss whole foods delivery window! i don't wanna schlep the groceries home
0,1984660174,Sun May 31 15:32:57 PDT 2009,NO_QUERY,sognix,"bored, stuck at home with no food. starving! someone want to bring me something?"
0,1989091529,Mon Jun 01 00:19:03 PDT 2009,NO_QUERY,KinkySurfer,"my fave comfort food tonight, rare steak, creamed mash and vincotto jus, before my girl goes away tomorrow  for a few weeks"
0,1997880856,Mon Jun 01 17:37:02 PDT 2009,NO_QUERY,AndreaDeneen,"o-k, i realllyyy want the vegan general tso chick frm wholefoods but 2 lazy"
0,2000389769,Mon Jun 01 22:00:40 PDT 2009,NO_QUERY,phanyy,i'm hungry... someone ate all the food
0,2001843907,Tue Jun 02 02:16:03 PDT 2009,NO_QUERY,m0neyh0ney,so hungry &amp; out of food
0,2011532647,Tue Jun 02 19:10:06 PDT 2009,NO_QUERY,bcaudill,seen at 55th &amp; mlk - lost black dog w/collar &amp; broken roap leash scrounging for food. no answer @ animal services.
0,2045657125,Fri Jun 05 11:02:46 PDT 2009,NO_QUERY,Sugarbullets,i dont know what to eat for lunch....  food maybe....
0,"",Tue Jun 16 02:46:51 PDT 2009,NO_QUERY,XMissDonnaX,i feel so sick today i refuse to be sick for my birthday  so im gunna take some pills eat some food and curl up in bed watching tv lol
0,"",Tue Jun 16 16:11:03 PDT 2009,NO_QUERY,mrkylejones,i want food
0,"",Wed Jun 17 20:04:35 PDT 2009,NO_QUERY,diiimples,chinese food with the fam n then go home to study for soc exam. joyy. wish i culd hang @bo0cakes new spot instead!
0,"",Fri Jun 19 14:15:18 PDT 2009,NO_QUERY,JenniferMcFly,@gfalcone601 ah i love junkfoodtees! i never have enough money though  xx
0,"",Sat Jun 20 18:59:08 PDT 2009,NO_QUERY,Twinkie101_,feel like crap got food posioning
0,"",Sun Jun 21 07:35:20 PDT 2009,NO_QUERY,deviant_angel,wants to cut from her last class tomorrow so she could have free food... (lol)  http://plurk.com/p/12pw4x
0,"",Tue Jun 23 09:38:24 PDT 2009,NO_QUERY,irene_ODT,i still have 2 hours til lunch and my stomach is calling for food
0,1677733472,Sat May 02 03:41:20 PDT 2009,NO_QUERY,oohnoo,had too much food... ewww
0,1825574006,Sun May 17 06:10:10 PDT 2009,NO_QUERY,winniedepoohi,the snacks' late   am hungry!! someone send me food!
0,1834352325,Mon May 18 02:36:28 PDT 2009,NO_QUERY,evdub,"sick ass hell :/ food,pizza,chipz didnt go well      me vasquie"
0,1962599057,Fri May 29 11:17:52 PDT 2009,NO_QUERY,Miss_Severance,disappointed! i forgot to tweet something really inappropriate @graphicphantom yelled in whole foods yesterday &amp; now i can't remember it.
0,1986719599,Sun May 31 19:13:21 PDT 2009,NO_QUERY,chefcindi,my episode of chopped is on the food network again right now.  everytime it's on i hate canned peaches more and more
0,2004729422,Tue Jun 02 08:39:08 PDT 2009,NO_QUERY,MrsBreakdowns,being on a diet and forgetting your food at home sucks. i'm starving and can't eat anything at work
0,2050125273,Fri Jun 05 18:06:42 PDT 2009,NO_QUERY,mjg89,"sooo fullll from food. ugh, forget this women's studies final exam  watching gilmore girls.. text me."
0,2055682385,Sat Jun 06 09:45:53 PDT 2009,NO_QUERY,livileah88,food was evidently a bad plan  now i feel sick
0,2056409590,Sat Jun 06 11:05:31 PDT 2009,NO_QUERY,BeckyGaskins,just gave a homeless guy food at a redlight and he cried.  it broke my heart! i wish i had the power to fix the world
0,2056482996,Sat Jun 06 11:13:33 PDT 2009,NO_QUERY,Hyperliterate,@laurenren i was wondering where everyone went. when i sleep too late i miss out on food
0,2056582787,Sat Jun 06 11:24:39 PDT 2009,NO_QUERY,RichardGarlick,got my mum her post-birthday present. still waiting to get some food
0,"",Tue Jun 16 01:53:40 PDT 2009,NO_QUERY,ndrewww,im finding food before i turn nasty
0,"",Tue Jun 16 12:09:27 PDT 2009,NO_QUERY,xdattax,"i would kill for some good chinese food right about now.  or chinese-american fusion, like pf changs."
0,"",Tue Jun 16 12:15:37 PDT 2009,NO_QUERY,Pammyla,is so very unhappy right now. food makes everything better
0,"",Wed Jun 17 03:34:46 PDT 2009,NO_QUERY,zoee_zilla,ben told me he had chicken in his salad and to try it but it was prawns  i don't like seafood
0,"",Thu Jun 18 19:23:17 PDT 2009,NO_QUERY,Ashley_Wong,at the rio seafood buffet then off to a show. last night here  http://yfrog.com/5fsfkj
0,"",Fri Jun 19 00:54:41 PDT 2009,NO_QUERY,pophduck,"meeting, tea, no food til one o clock...bah"
0,"",Sat Jun 20 19:12:07 PDT 2009,NO_QUERY,_NiCkiD_,bbq--&gt; food drinks but no blazin magic sad much
0,"",Sun Jun 21 04:24:08 PDT 2009,NO_QUERY,Vikx993,"having some foods then sadly heading home from windsor, this is the part i hate"
0,"",Tue Jun 23 13:21:23 PDT 2009,NO_QUERY,columbusfoodie,my fat ass is too a)fat b)broad shouldered &amp; c)big boobed to fit in the closed mri. so what do i do? drown my sorrows in food. i suck
0,1548529178,Fri Apr 17 21:12:25 PDT 2009,NO_QUERY,pavati,@_kelli sure! i'm thankful they did so much research. horizon is at the bottom with 0 cows.    sunnyside(raleys) or 365(wholefoods) 4 cows
0,1554432388,Sat Apr 18 16:58:59 PDT 2009,NO_QUERY,enper,feeding ava a new food! ava does not like pears
0,1687755364,Sun May 03 09:30:35 PDT 2009,NO_QUERY,Trishinspace,"@franaspiemom huge disaster in house today, b/f unlocked cabinets &amp; fridge last night, kids up b4 us &amp; food, juice, soda everywhere!"
0,1753850824,Sun May 10 03:46:48 PDT 2009,NO_QUERY,Puculove,"give me seafood, sushi, roasted duck &amp; seafood salad at ps, n-o-w!!!!!!!!! i want em sooooo bad  ngidaam....."
0,1970072206,Sat May 30 02:20:19 PDT 2009,NO_QUERY,tulikaHEYY,is craaaavvviinnnggg proper food since about last year
0,1975454750,Sat May 30 15:11:30 PDT 2009,NO_QUERY,amycardwell,sitting in the cafeteria at work eating some really good food. yum!!!
0,1986754145,Sun May 31 19:16:18 PDT 2009,NO_QUERY,Nonyelum,"@djcool_m oh man.i never thought i'd say this ever to anyone about food but i think your mising out-oranges,strawberries, tomatoes, kiwi"
0,2015413873,Wed Jun 03 04:35:58 PDT 2009,NO_QUERY,shoelover79,"@jameswilliams oh, i don't eat seafood, so the risotto dropped a notch in my book  pink is my fav colour, what's yours?"
0,2016399404,Wed Jun 03 06:42:36 PDT 2009,NO_QUERY,suzytobias,"@james_hannaford ah well the vip thing is beforehand, food n drinks etc, inside the venue thr isnt really a vip area sadly  no posh loos!!"
0,2016565759,Wed Jun 03 06:59:57 PDT 2009,NO_QUERY,immortalaussie,@jack4will great... i'm hungry though but don't want to wae the family so no food for another seven eight hours
0,2062201163,Sat Jun 06 22:35:17 PDT 2009,NO_QUERY,TheSaj,"philadelphia: cheese steak, beautiful botanical gardens, glimpse of liberty bell, belgium beer, afghanistan food = fun!  parking ="
0,2063304564,Sun Jun 07 02:07:37 PDT 2009,NO_QUERY,girishmallya,"had a quick bite post movie at the pvr phoenix food court, chinese fare. disappointing stuff"
0,"",Mon Jun 15 04:04:51 PDT 2009,NO_QUERY,dilipm,"starving from the morning. damn, finishing this 7l bill and gonna head to apoorva's sangeetha to get food!  so damn hungry :'("
0,"",Mon Jun 15 11:03:13 PDT 2009,NO_QUERY,LunaTriste,@faffypants yeah....crazy is def the word for it. i like my junk food.  and it shows. changes def need to be made.
0,"",Wed Jun 17 01:25:53 PDT 2009,NO_QUERY,imarkus,"morning all - been away in paris, got ill, french food ain't all that!"
0,"",Thu Jun 18 04:14:40 PDT 2009,NO_QUERY,cherryboneta,just woke up n whew!! it's already dark outside?!? n all of sudden my tummy's hurt.. need food already??
0,"",Fri Jun 19 05:00:33 PDT 2009,NO_QUERY,cc1sillygoose,@karen_m_  i should try those! they sound so good. but frankly i am scared to. it was my 2nd painful night with food i yak 10x in 2 days
0,"",Sat Jun 20 16:57:03 PDT 2009,NO_QUERY,loubyloubyloux,"@ja_sunshine thanks,sorry i cant reply on my mobile so i just text update  was at a family party,no pics of food lol it was yum tho!"
0,"",Sun Jun 21 03:22:55 PDT 2009,NO_QUERY,Elayrocks,@rfunkz lol we're so exciting. how bout @jeneelovee brought home food 5 min 2late. i was really looking forward 2 those carne asada fries
0,1556089175,Sat Apr 18 21:36:37 PDT 2009,NO_QUERY,irishblonde17,omg try taking three hungry teens to a grocery store when you're low on food--or don't! smart people apparently know not to do this.
0,1694747391,Mon May 04 03:58:15 PDT 2009,NO_QUERY,dmacvicar,planned lunch without realizing i had a meeting. so no food until ~14:30
0,1980829534,Sun May 31 07:46:48 PDT 2009,NO_QUERY,teenagedirtbag8,why am i up? and theres wayyyy to much food in my house
