,Sentiment,tweet,date,Polarity
1220,0,@pauljholden awww man... *stomach rumble* i wish people would stop tweeting about food,Wed Jun 17 08:24:22 PDT 2009,Negative
1221,0,@djladysha why you gotta brag about no and food?,Wed Jun 17 13:14:55 PDT 2009,Negative
1222,0,"i can smell food...but i cant taste any.....it smells so good too  should be ready soon. if not, i'll cry :'( i'm failing at typing now",Thu Jun 18 09:04:02 PDT 2009,Negative
1223,0,"@niub the only organ food i eat is beef liver, well, i can muster other kind of liver if i have to, but the rest is just",Sun Jun 21 09:10:44 PDT 2009,Negative
1224,0,i feel there is 500 kgs of food in my stomach..feeling sick  http://myloc.me/5exf,Tue Jun 23 11:15:52 PDT 2009,Negative
1225,0,@partnerinaction i'm sorry... but it's not a real quote.  http://www.beerinfood.com/franklin.html,Tue Jun 23 17:19:42 PDT 2009,Negative
1226,0,"@msilve awwww, that stinks that you feel worse!  but yes, i am there in spirit making you italian food, okay?&lt;3333",Thu Jun 25 07:01:05 PDT 2009,Negative
1227,0,chinese food sounds good right about now! thats what i smell and i might give into temptation and get sum! but i have a lunch already,Thu Jun 25 10:20:08 PDT 2009,Negative
1228,4,gonna meet my previous officemates for our usual fishball/isaw foodtrip,Tue Apr 07 02:59:15 PDT 2009,Positive
1229,0,going toc if i can scrap up some food  there is no food in my house and i am absolutely starving !!! ((,Sat Apr 18 09:46:07 PDT 2009,Negative
1230,0,why does it always smell like death and cat food on my floor?,Mon Apr 20 23:10:06 PDT 2009,Negative
1231,0,wow this case is really annoying me. im hungry with no food,Sat May 02 23:55:09 PDT 2009,Negative
1232,0,i feel sick  i need proper food!,Sun May 03 07:49:21 PDT 2009,Negative
1233,0,"prep for the show: hair, makeup, wardrobe, catwalk. lots of food but can't eat any of it lol",Sun May 03 08:14:53 PDT 2009,Negative
1234,0,"great night, too bad people have to fuck everything up. asian food in the fridge but dont know if im allowed to eat it, so hungryyy",Sun May 17 00:39:23 PDT 2009,Negative
1235,0,"food shopping, gym and work today should be good. except for having to hear about people bitchin bout me at work",Mon May 18 01:46:36 PDT 2009,Negative
1236,0,family gathering equal to have a lot food to my tummy!!  :p,Sat May 30 07:28:22 PDT 2009,Negative
1237,0,"wisdom teeth surgery = nausea and pain, plus no solid food or human contact for a couple weeks",Sat May 30 21:39:07 PDT 2009,Negative
1238,0,"hm, today i'll be visiting the poor to donate food to them.. really sad to see all those little children there.",Tue Jun 02 16:05:59 PDT 2009,Negative
1239,0,@backseatsurfer9 sinus pain + nyquil + lots vodka + no food = very drunkth megs who still misses her terra,Fri Jun 05 10:03:15 PDT 2009,Negative
1240,0,"i'm gonna take me a lil nap. that ihop made a nigga lazy, thats y i dont do breakfast food. arggghh",Fri Jun 05 11:05:11 PDT 2009,Negative
1241,0,sick with food poisoing,Sun Jun 07 07:08:52 PDT 2009,Negative
1242,0,waiting 4 my roommate 2 bring my food back....im hungry den a.....yeah i nedd 2 eat 2morrow i start my diet and workoutz,Sun Jun 07 12:16:47 PDT 2009,Negative
1243,0,"why do they make healthy food so expensive? i want to eat sugar snap peas everyday almost, but each bag is almost 3 bucks!  grrrr....",Sun Jun 07 15:23:03 PDT 2009,Negative
1244,0,elephant bar! food babies! missed you deezy,Mon Jun 15 21:08:08 PDT 2009,Negative
1245,0,ouchh! burned me hand makin food,Fri Jun 19 22:11:31 PDT 2009,Negative
1246,0,eating chinese food :t mmm it's good annddd looking thru pixiv *____* i wish i was inspired to draw,Sat Jun 20 17:59:44 PDT 2009,Negative
1247,0,hangover+ morocan food= sick,Sat Jun 20 21:16:26 PDT 2009,Negative
1248,0,there's no good food here &amp; i'm starving,Sat Jun 20 21:56:04 PDT 2009,Negative
1249,0,"of course they give no consideration for alternative diets in jury system, ordered our food and mine is very not vegan. jerks.",Tue Jun 23 09:15:07 PDT 2009,Negative
1250,0,food time!!! i didn't have lunch,Tue Jun 23 14:43:22 PDT 2009,Negative
1251,0,@lbsoundsystem the relatives you live with won't share their food with you?  ... im having pizza right now!,Wed Jun 24 21:45:36 PDT 2009,Negative
1252,0,no more spicy food for me,Thu Jun 25 08:42:08 PDT 2009,Negative
1253,0,"i'm hungry, we have no food whatsoever in the houseeee",Tue May 26 21:40:40 PDT 2009,Negative
1254,0,@slikd i know i don't really like fast food but when i'm with my friends that's all they seem to eat!,Sat May 30 04:02:43 PDT 2009,Negative
1255,0,"i really hate coming back from vacation to a refrigerator with no food, bills due in two days, and the enormous task of unpacking",Sat May 30 16:17:28 PDT 2009,Negative
1256,0,@foodstories ouch you just reminded me i once did that with an email - at work,Mon Jun 01 11:09:39 PDT 2009,Negative
1257,0,okay did not care for leonardos at all. the rolls were great but the food tasted terrible and everything was way overpriced.,Mon Jun 01 17:43:48 PDT 2009,Negative
1258,0,food poisoning  x,Sat Jun 06 07:23:39 PDT 2009,Negative
1259,0,has anyone seen fast food nation? i have had nightmares last night after watching it,Sat Jun 06 09:05:26 PDT 2009,Negative
1260,0,@sagray16 it was called the cheerful chilli - food was ok but not much in the way of chilli of any type,Sat Jun 06 15:27:03 PDT 2009,Negative
1261,0,"off to school in a mo... woo... double food tech, double french, english geography, double athletics    woopy for mee!  xx ly xx",Tue Jun 16 23:51:23 PDT 2009,Negative
1262,0,i smell food ... it's too late to eat but smells amazing,Thu Jun 18 16:17:35 PDT 2009,Negative
1263,0,@hershygurl55 ahh!!! you have a twitter!!!! woohoo!!! boo for bed rest though   but yay for food network and jimmy fallon!!! feel better!!,Fri Jun 19 06:09:33 PDT 2009,Negative
1264,0,"@mzkoolaid writin a lil somethin.since i cant sing, &amp; i cant really talk, i have just been writin alot. lmao yeah, its ridiculous.no food",Fri Jun 19 14:02:55 PDT 2009,Negative
1265,0,wants to get out of the house ! i need food too  home food sucks . i hate being at home -____-,Fri Jun 19 16:06:16 PDT 2009,Negative
1266,0,@tokikot no comfort foods for me. i should diet...,Sat Jun 20 08:59:29 PDT 2009,Negative
1267,0,@tarahwolf aaargh i want food and a bonfire,Sat Jun 20 15:14:11 PDT 2009,Negative
1268,0,starting to think i might have food poisoning,Sun Jun 21 01:27:08 PDT 2009,Negative
1269,0,is home from a meal and feels sick because she has eating too much food,Sun Jun 21 08:52:43 PDT 2009,Negative
1270,0,most annoying thing in life is coming home and seeing a grown man eatin yo food like he bought it! grrrrrrrrrrrrrrrrrrrrr (family  ),Mon Jun 22 17:13:06 PDT 2009,Negative
1271,0,@chicagosoul82 we don't get free tickets or food,Thu Jun 25 05:44:44 PDT 2009,Negative
1272,0,going to alex's church. it's going to be eighteen hours of no food the next time we eat.  i'm starving!,Sun Apr 19 06:37:52 PDT 2009,Negative
1273,0,i am so bord lol food teck  wish i was in italy lol so be out there,Mon Apr 20 02:00:29 PDT 2009,Negative
1274,0,2nd last week workin at the cafe  gotta get my coffee/food fix while i can!,Mon Apr 20 07:24:16 PDT 2009,Negative
1275,0,tireddd as fuck. full of crappy junk food.  thankfully gonna spend the night with the bestieee.,Sat May 02 22:04:04 PDT 2009,Negative
1276,0,@chelness  never tried cuban food...is it any good?,Sat May 09 19:24:29 PDT 2009,Negative
1277,0,"i guess i could always make a run to the redbox, then again i refused to leave the house for food",Thu May 28 21:41:26 PDT 2009,Negative
1278,0,"just returned from entire day of traveling to and from scenic columbus, oh. 4 airplanes in 1 day. airport food &amp; no iphone so no tweeting",Sat May 30 05:12:59 PDT 2009,Negative
1279,0,"great day at the hennings. hard work, amazing food, great company. the only problem, i have bug bites all over my ankles.",Sat May 30 21:25:14 PDT 2009,Negative
1280,0,"from tony &amp; sage, drink 1/2 your body weight in ounces of water each day, 70% of food is alive and green, avoid cold stone if you can...",Mon Jun 01 15:16:30 PDT 2009,Negative
1281,0,eating some russian food&lt; 3  miss my  mommy,Mon Jun 01 17:52:03 PDT 2009,Negative
1282,0,"has gelato, tan people, museums, sculpture, but most importantly wine and food...to look forward to...why am i not happier? school",Thu Jun 04 09:28:09 PDT 2009,Negative
1283,0,pub dinner was good but i know have a food baby that's causing me major discomfort,Sat Jun 06 06:59:22 PDT 2009,Negative
1284,0,"i'm hungry  bring me food... everybody! i don't want to go all the way downstairs... and even then, i'm not sure what i want to eat...",Sun Jun 07 10:39:30 PDT 2009,Negative
1285,0,going to buy food for dinner while fun bun works,Sun Jun 14 23:11:27 PDT 2009,Negative
1286,0,"@lidewij i wanted to do the food court musical from improveverything, but none of my colleagues were up for it",Mon Jun 15 12:28:24 PDT 2009,Negative
1287,0,"i just got up  i'm very hungry and there's no food. i'd call mickey d up, but mommy's not home therefore... not enough money",Mon Jun 15 22:05:02 PDT 2009,Negative
1288,0,ate too much soul food,Wed Jun 17 14:37:03 PDT 2009,Negative
1289,0,so bored now that my friends went home  lol and so hungry... need food.,Fri Jun 19 04:01:25 PDT 2009,Negative
1290,0,gawd i missed whole foods. but now i miss vegemite,Fri Jun 19 18:22:28 PDT 2009,Negative
1291,0,a bit hungry... though no food yet.. too much work!!,Mon Apr 20 07:55:14 PDT 2009,Negative
1292,0,cinnabon.. yumm.. again with the cheap unhealthy foods,Sun May 17 10:42:14 PDT 2009,Negative
1293,0,im running on only coffee right now. i need food but nothing sounds good,Mon May 18 07:05:13 PDT 2009,Negative
1294,0,@ieatstuff my felly looks like that now with or without food,Tue May 26 21:57:35 PDT 2009,Negative
1295,0,i hate beeakfast foods  it better not rain today.,Sat May 30 06:25:29 PDT 2009,Negative
1296,0,im hungry  what can you eat when there is no food in the house,Sat May 30 09:28:45 PDT 2009,Negative
1297,0,sad @dannydubstep isn't coming  but with @joshscott stuffing our faces with delicious food!,Sat May 30 20:55:12 PDT 2009,Negative
1298,0,"my body definitely isn't handling this stress very well. it hasn't kept down any food i've eaten tonight  ughh, headache. going to sleep.",Mon Jun 01 22:29:12 PDT 2009,Negative
1299,0,"conshohocken, pa has nothing to offer food wise",Tue Jun 02 20:49:37 PDT 2009,Negative
1300,0,@hollowed food is too good to pass up.,Fri Jun 05 14:34:16 PDT 2009,Negative
1301,0,got to order after one hour of waiting. no food yet,Fri Jun 05 19:21:56 PDT 2009,Negative
1302,0,"i want food, cigarettee and a toliet",Sat Jun 06 11:05:28 PDT 2009,Negative
1303,0,@bchurch21 hey hot pants... my phone's dead  i'm gonna get some food with my daddy and then head home. i'll call you when i get my charger,Sat Jun 06 15:55:29 PDT 2009,Negative
1304,0,i hate coming home to no food or weed in the house  i'm tooo tired to go out!,Sun Jun 07 18:42:36 PDT 2009,Negative
1305,0,me and andre 3000 go to the same whole foods yet i can't link his videos with out some bull shit plug,Mon Jun 15 01:45:56 PDT 2009,Negative
1306,0,"@foodbymark lovely, i haven't been to g.kelly for years",Mon Jun 15 04:38:20 PDT 2009,Negative
1307,0,really need to estimate my eating capacity! this is the nth time food is getting wasted,Mon Jun 15 10:42:34 PDT 2009,Negative
1308,0,"@la_le so jealous that @mphartzler gets to enjoy german food, gummies n pretzles with you....",Mon Jun 15 21:03:16 PDT 2009,Negative
1309,0,anyone got any advice on what to eat/drink after having food poisoning? i feel terrible? and still have more auditions left,Thu Jun 18 13:38:00 PDT 2009,Negative
1310,0,"twitter, my tummy hurts  no more greasy food.",Thu Jun 18 19:37:16 PDT 2009,Negative
1311,0,@kuteykat what?! i was still hungry b/c the food they gave me seemed so bland. blech.,Fri Jun 19 08:03:56 PDT 2009,Negative
1312,0,im actually hungry  some one give me food,Fri Jun 19 18:40:34 PDT 2009,Negative
1313,0,feels really sad and needs comfort food  http://plurk.com/p/12f1dy,Sat Jun 20 04:42:03 PDT 2009,Negative
1314,0,i fancy scampi and chips so bad  when did i get so food obsessed,Sat Jun 20 08:09:38 PDT 2009,Negative
1315,0,"@thekarladam tell me about it, i'm on mostly soft foods for 4 more days. bummer i can't have a steak/burger on fathers day",Sat Jun 20 15:36:31 PDT 2009,Negative
1316,0,so hungry  hurry up n serve da food alrede!!!!!,Sat Jun 20 17:20:47 PDT 2009,Negative
1317,0,@clutch_22 my lunch gripe: i got slammed with work and had to postpone lunch...til after a long meeting. no food 'til 2pm.,Tue Jun 23 12:32:17 PDT 2009,Negative
1318,0,@ruxoz sounds like my food budget for a week,Sun May 03 04:52:05 PDT 2009,Negative
1319,0,at a bbq i should totally eat but im not hungry   d says its cause i ate too much junk food... probably!,Sat May 09 19:09:29 PDT 2009,Negative
1320,0,"waiting in line at taco bell. hometown sucks, but esp for late night food",Sat May 09 20:44:46 PDT 2009,Negative
1321,0,http://twitpic.com/555hw going t/hospital  last nite cut off a piece of my pink when preparing food for the juicer.,Thu May 14 01:01:36 PDT 2009,Negative
1322,0,"@ryan_bond dammit, there's no good or edible asian food here in altoona, much less thai. i wanna go home",Thu May 14 08:18:43 PDT 2009,Negative
1323,0,getting food poisoning on the first day of my holiday is really not what i was hoping for,Sun May 17 11:26:49 PDT 2009,Negative
1324,0,"@claudiachaouka1 oh it's real food poisoning, that's no fun  hope you're feeling better soon",Thu May 21 23:55:59 PDT 2009,Negative
1325,0,my children have promised me birthday brekkie in bed. there's a problem with that in that there's bugger all food in the house,Thu May 28 23:31:42 PDT 2009,Negative
1326,0,"have to get back to &quot;watching what i eat&quot; again, have gone buck wild with food and bev since honeymoon.",Mon Jun 01 08:48:14 PDT 2009,Negative
1327,0,looking forward to consuming salty foods without the bloating effect! getting tired of being a human balloon!,Tue Jun 02 02:54:24 PDT 2009,Negative
1328,0,twello foodie tweets @justjake my phone juice died  i was at your house while you were at .. http://tinyurl.com/qln4qo,Thu Jun 04 22:45:50 PDT 2009,Negative
1329,0,but&gt; going to wal-mart for a three-hole punch. and chips. yummy when your head is not straight junk food all the way.extra time @ the gym,Sat Jun 06 13:45:17 PDT 2009,Negative
1330,0,so... it looks like the only thing that is open is cook out.  i hope i don't get food poisoning like the last time i ate there.,Sat Jun 06 23:24:40 PDT 2009,Negative
1331,0,"full with bakwan jagung since last night, is there any proper food around me these days? nasib anak kos",Sun Jun 07 07:20:24 PDT 2009,Negative
1332,0,@teemwilliams haha should i help you? im hungry and there's no food in my house,Sun Jun 07 12:50:12 PDT 2009,Negative
1333,0,having chinese food for lunch...i am so not going to fit in my clothes on thurs/fri.,Mon Jun 15 09:55:33 PDT 2009,Negative
1334,0,i love the fact that theres no food in my house.,Mon Jun 15 11:11:34 PDT 2009,Negative
1335,0,"@foofoo_mckinley she was on diet food for over a year with no change, then suddenly dropped a ton of lbs. now i can feel her ribs.",Mon Jun 15 18:01:28 PDT 2009,Negative
1336,0,"so just went to the store for food, and i got beer too....and didn't get carded. i feel old.",Tue Jun 16 08:39:30 PDT 2009,Negative
1337,0,fancies some food - but there is bugger all in the cuboards,Tue Jun 16 11:20:17 PDT 2009,Negative
1338,0,"@jessi_lyn me fatty  haha and to be healthy! good foods what not, no endless snacking like i'm use to haha",Fri Jun 19 16:00:22 PDT 2009,Negative
1339,0,damn who knew food could be so fu*kin expensive!! but i had to get enough for everybody  dang!,Fri Jun 19 17:37:09 PDT 2009,Negative
1340,0,omg i hate when i crave food i can't have right now! damn i miss my mom's cooking!,Fri Jun 19 18:38:01 PDT 2009,Negative
1341,0,"lol, i gained 4 lbs in hawaii! good foods for the win! leaving tonight, arriving in la @ 5am",Fri Jun 19 22:06:09 PDT 2009,Negative
1342,0,"lost wallet = no money, no money = no food, no food = hungry kez",Sat Jun 20 23:01:58 PDT 2009,Negative
1343,0,@alitzah_mtz didn't you read my tweets! i got off work late  sorry. save me some food tho thanks boo,Wed Jun 24 22:59:59 PDT 2009,Negative
1344,4,walked my butt off. ate spicey food du jour. gotta get daddy to massage my ankles and we should be gold.,Fri Apr 17 21:07:25 PDT 2009,Positive
1345,0,i just dropped a tray of food on myself,Sat May 02 11:07:15 PDT 2009,Negative
1346,0,wish i had gone to parise's for food and drinks!,Sun May 03 20:41:20 PDT 2009,Negative
1347,0,@krrrissa my parents do that to me too...they used to just provide money to buy food..but even that doensn't happen anymore  don't starve!,Sun May 17 10:52:31 PDT 2009,Negative
1348,0,drinking lemon soda .. yeh #fastfood,Sat May 30 08:50:48 PDT 2009,Negative
1349,0,is now boycotting disposable bbq's it has left the food with a chemically taste &amp; we can't eat itv  gutted there was lots of meat,Sat May 30 11:35:52 PDT 2009,Negative
1350,0,goodnight y'all. yummy food to come tomorrow. no basketball for a few days,Sun May 31 00:45:20 PDT 2009,Negative
1351,0,getting ready to take laura back to the airport. poor thing got food poisoning on friday night and was sick the whole time.,Sun May 31 09:28:42 PDT 2009,Negative
1352,0,food poisoning blowssss,Sun May 31 18:00:24 PDT 2009,Negative
1353,0,@amycurrie zomgponies! i want a bento box! damn lack of cheap quality asian food in northern sweden,Mon Jun 01 04:59:33 PDT 2009,Negative
1354,0,the food poison are just getting worse,Tue Jun 02 07:20:42 PDT 2009,Negative
1355,0,"@greekfood mythos is the only beer i like, shame i can't get it over here",Sat Jun 06 10:57:29 PDT 2009,Negative
1356,0,"being in lancaster was fun today, but looking at this photo makes me realize i need a diet stat!  too much food! http://twitpic.com/7iaih",Mon Jun 15 17:26:31 PDT 2009,Negative
1357,0,@btbtheproducer you just cost me food ! lmao ..,Wed Jun 17 14:31:59 PDT 2009,Negative
1358,0,"at helle's house, hoping helle will make poor me some tasty food becouse i'm hungry",Thu Jun 18 09:09:30 PDT 2009,Negative
1359,0,had really better go to sainsbury's and buy some food before grumpy gets back or i'll be in trouble,Thu Jun 18 10:17:18 PDT 2009,Negative
1360,0,tsk tsk i burnt some food,Thu Jun 18 17:05:48 PDT 2009,Negative
1361,0,@its_sb i partying! yeay. but in hitchin  boooo. but free hard food and sweete sweet reggae music!,Thu Jun 25 08:39:51 PDT 2009,Negative
1362,0,"@purplefl0wer i know.   i think natan and i are going to go get food, wanna come?",Sat Apr 18 21:51:49 PDT 2009,Negative
1363,0,craving some fast food,Mon May 04 03:41:36 PDT 2009,Negative
1364,0,ohhh i'm bummed. the cd isn't out yet  soooo sex &amp; the city and food instead!,Sun May 17 23:24:38 PDT 2009,Negative
1365,0,"have a gallon of chicken in 'licious sauce cooling! so much food and all i have to eat is toast, (and coffee!  ) a 20 min power nap now!",Fri May 22 06:21:13 PDT 2009,Negative
1366,0,currently sat in the three hulats in leeds awaiting food. no marstons pedigree though,Sat May 30 11:36:43 PDT 2009,Negative
1367,0,ordering food is just not my day today. got charged really high for lunch &amp; they forgot my order tonight and there was a bug in my drink,Sun May 31 06:06:37 PDT 2009,Negative
1368,0,i'm hungry....wish my wonderful husband @themagicspatula would leave work and bring me some food,Mon Jun 01 18:02:14 PDT 2009,Negative
1369,0,@ninimarini weehee... can't wait to get home though... food  u lookin gooood in em pictures i see on fb... i see the workaholic diet works,Wed Jun 03 09:08:47 PDT 2009,Negative
1370,0,"@ foodism, fx. slow service",Sat Jun 06 05:35:40 PDT 2009,Negative
1371,0,late nite food adventures = discovering grease stains on my new kelly green coat  today,Sat Jun 06 09:29:48 PDT 2009,Negative
1372,0,eating nasi sambal goreng now. it's my baby's favourite food. i miss eating with him.,Mon Jun 15 21:00:15 PDT 2009,Negative
1373,0,looking for food growl.....we need to go shopping  eh just spent money i shouldnt...damn avon and brothers girlfriend who sells it,Tue Jun 16 09:20:35 PDT 2009,Negative
1374,0,i wish i could talk the cat into eating. canned food is a no-go. he just wants to sit and purr.,Tue Jun 16 17:46:17 PDT 2009,Negative
1375,0,@flash_bak ur in ny??? heard the chinese food there is outstanding!!! i didn't get to have any when i was there,Sat Jun 20 18:12:23 PDT 2009,Negative
1376,0,"didn't get to go to church. feeling really sick, most likely because of the lack of sleep and food.  super depressed",Sun Jun 21 07:41:16 PDT 2009,Negative
1377,4,@escribitionist i didn't want to eat other's foodd!!!  dun make me sound so bad lah!  i just have another crave for food...that's all,Tue Apr 07 02:24:31 PDT 2009,Positive
1378,4,"@ruthbeedle hmm, rude. that person should be 'removed'. i am well, yes please food please yes",Tue Apr 07 02:33:34 PDT 2009,Positive
1379,0,just had two of my wisdom teeth extracted. no solid food for a week  but sashimi won't hurt. and loads and loads of ice cream. yay! ;),Fri May 29 23:08:54 PDT 2009,Negative
1380,0,wants good mexican food.    i need comfort food.  i am super depressed right now.,Sat May 30 08:44:44 PDT 2009,Negative
1381,0,"pondering new venues for live flamenco now that cuerno's closing   eyedrum might work, but they don't serve food and it's byob.",Sat May 30 08:51:32 PDT 2009,Negative
1382,0,too much food = tummyache  crashing out way too early :/,Sat May 30 23:26:40 PDT 2009,Negative
1383,0,"ohhhhhhh need food  waiting for my friend outside her halls, have been promised coke and tea.",Sun May 31 03:37:44 PDT 2009,Negative
1384,0,hungry hungry hungry ! there is no food on the table,Sun May 31 13:54:04 PDT 2009,Negative
1385,0,"damn food truck smells bomb. no $  , i want an empenada. or a breakfast torta. yummy !",Mon Jun 01 08:58:26 PDT 2009,Negative
1386,0,@kp3thenupe1911 i am super upset with the talk of all this food...i still havent been over for dinner  lol,Mon Jun 01 18:56:10 PDT 2009,Negative
1387,0,"oh no oh no oh no. not ready for this. need some foods or inq will collapse, oh, that's a good excuse!",Wed Jun 03 00:26:15 PDT 2009,Negative
1388,0,"i got absolutely no food at home  and kaufland is too far... (k, it's not far, but i'm too lazy to go out) :s",Sat Jun 06 01:10:39 PDT 2009,Negative
1389,0,@joek949 no food is bad!  x,Sat Jun 06 03:31:41 PDT 2009,Negative
1390,0,@gashead @toptapas: @hubuk well food samples don't work,Sat Jun 06 08:33:56 PDT 2009,Negative
1391,0,after squeezing breakfast with lee from holbeck foods i'm back at my desk trying not to freak out over to do list,Mon Jun 15 03:46:28 PDT 2009,Negative
1392,0,@rarebliss man i miss going to top foods or qfc late at night  haha,Mon Jun 15 20:05:46 PDT 2009,Negative
1393,0,caravanserai for dinner tonight. bad timing - turkish food with a sore tummy,Wed Jun 17 00:45:38 PDT 2009,Negative
1394,0,"awws, greek is making my tummy hurt  but it tasted so good! me and food don't get along as well as we should ;_;",Thu Jun 18 14:23:35 PDT 2009,Negative
1395,0,i'm starving! and there's no one awake to make me food,Fri Jun 19 00:44:17 PDT 2009,Negative
1396,0,erik brought me food at work and my dad and a kitten ate it all,Mon Jun 22 17:01:08 PDT 2009,Negative
1397,0,"@gravyfloid oh of course, too bad i'm in canada ... we don't really specialize in greasyyyyyyyy foods ... unfortunatley",Sat Apr 18 23:16:27 PDT 2009,Negative
1398,0,need to go and get some food shopping! no food in the house  but also need to start writing french essay,Sat May 02 03:55:58 PDT 2009,Negative
1399,0,@holani http://twitpic.com/5cqie - looks traditional and spicy. no knowledge abt korean food,Sun May 17 03:15:36 PDT 2009,Negative
1400,0,is hungry. asan na ang mga food?  http://plurk.com/p/xb7aw,Sat May 30 21:14:59 PDT 2009,Negative
1401,0,is hungry....wants good food...i want my mother back to feed me,Sun May 31 10:59:13 PDT 2009,Negative
1402,0,did't have proper food from morning on...  liquid diet... citrus in breakfast &amp; apple shake in lunch... missing home food,Mon Jun 01 01:30:15 PDT 2009,Negative
1403,0,"gonna try to cut the junk food out, man i'm goin to miss icecream",Wed Jun 03 08:29:22 PDT 2009,Negative
1404,0,im so got damn hungry!!!.. whats up wit the food places in dallas???.. where they at???..  .. help starbuccz out!!!,Sat Jun 06 01:09:27 PDT 2009,Negative
1405,0,food coma interrupted by dog and 3 yr old  #fb,Sat Jun 06 16:03:22 PDT 2009,Negative
1406,0,gasp! meat &amp; seafood often treated w sodium tripolyphosphate so food retains moisture &amp; shelf life extended. thx wkpdia,Sun Jun 07 14:27:11 PDT 2009,Negative
1407,0,change of plans...goin to the afterparty with ross. no food,Sun Jun 07 19:23:08 PDT 2009,Negative
1408,0,is wondering why ppl waste so much food when the world is starving??? really really sad,Mon Jun 15 01:10:41 PDT 2009,Negative
1409,0,in harlem@ tonistouch day spa i heart these ladies... waiting on sum food b/c i may not make it thru my manicure with this empty tummy,Tue Jun 16 13:07:02 PDT 2009,Negative
1410,0,i need some food and the only thing there is at my old house is beer,Thu Jun 18 08:08:29 PDT 2009,Negative
1411,0,"i hate this diet  first meal of the day just not, and all the food can fit in the palm of my hand lol",Fri Jun 19 15:56:35 PDT 2009,Negative
1412,0,swimming makes me so sleepy  and i ate so much food i might get sick. good night though after some minor bumps.,Thu Jun 25 01:19:32 PDT 2009,Negative
1413,4,"on my way to assendelft, will get food there",Tue Apr 07 07:59:58 PDT 2009,Positive
1414,0,i was reading about food radiation in scientific america. made me think twice before eating those nice looking strawberries on the table,Sat Apr 18 21:21:53 PDT 2009,Negative
1415,0,whatever happened to the tiramisu that kapiti used to import?  can't find it anymore at foodtown  #cravingsomethingsweet,Sat May 16 23:47:54 PDT 2009,Negative
1416,0,"@mamacoosah minus me, i don't have food at my house",Tue May 26 22:46:06 PDT 2009,Negative
1417,0,can't eat real food. it's pizza friday.  off to find some soup...,Fri May 29 09:23:47 PDT 2009,Negative
1418,0,"just about to eat, home made indian food is boak  x",Fri May 29 09:33:55 PDT 2009,Negative
1419,0,@sgbeat:kwanghock @valkyrieslife @kahhongtay @jeremy89632 it is the hao da za ji pa?? i miss the food there so much??,Fri May 29 11:30:29 PDT 2009,Negative
1420,0,awww i wanted to go to hawaii with her. but stupid graduation  eating bomb chinese food.,Fri May 29 19:46:37 PDT 2009,Negative
1421,0,"phoenix piano bar in kc: go for the music/drinks, not the food   good atmosphere, an older crowd, not too loud, but the food was poor.",Sat May 30 01:42:13 PDT 2009,Negative
1422,0,ok my sister has got a expander and makes this sound like a lawnmower to &quot;get food out&quot; from under it.,Sat May 30 08:12:07 PDT 2009,Negative
1423,0,"mmm.. i'm really hungry, but lack the means of which to get food",Sat May 30 08:54:36 PDT 2009,Negative
1424,0,will someone come make me lunch? or take me to panera bread? i'm hungry and i'm too lazy to go make food,Sat May 30 13:03:55 PDT 2009,Negative
1425,0,i ate too much fast food today  don't feel good,Sat May 30 20:45:32 PDT 2009,Negative
1426,0,wtf i'm siting here watching the food network channel...now i'm ducking starving,Mon Jun 01 22:53:12 PDT 2009,Negative
1427,0,food commercials make me so hungry.....,Mon Jun 01 23:47:59 PDT 2009,Negative
1428,0,@lilevelyn good attitude! btw wisdom teeth extraction sucks bigtime. make sure u get your fill of solid foods before u go under the knife,Tue Jun 02 02:12:40 PDT 2009,Negative
1429,0,i have no food at the house  so sad,Tue Jun 02 20:46:40 PDT 2009,Negative
1430,0,@foodiemcbody oops too late. got lost while driving. made me cranky. went for easiest option.,Fri Jun 05 15:19:15 PDT 2009,Negative
1431,0,"omg cramps and the club loud music don't mix! i'm hell irritated want food,comfort and my bed! ughhhhhhhhh",Sat Jun 06 02:03:47 PDT 2009,Negative
1432,0,@mshawyer good stuff. i'm off to manly food and wine fest tomorrow but have to go to the gym first to make it 4 this week. on a sunday!,Sat Jun 06 06:58:22 PDT 2009,Negative
1433,0,"then they argued about the japanese food supply and the japanese working here in america, only racism gets them to talk about deep stuff",Sat Jun 06 17:49:14 PDT 2009,Negative
1434,0,"just got done makin' some food for the week, now gettin ready to settle into my fresh clean sheets.. can't believe how much i miss my bud",Sat Jun 06 19:05:29 PDT 2009,Negative
1435,0,"@musicfiendkicks lol i need 2 do something though i have been eating very bad over the past few weeks, nothing but fried food",Sat Jun 06 20:21:55 PDT 2009,Negative
1436,0,wow so i just got home from ihop and im ao disappointed at how small my plate of food was,Sat Jun 06 21:43:28 PDT 2009,Negative
1437,0,"@amethystic me too, he seems like a lovely man. i hope sam goes after this elimination, grr. speaking of food, i want some. has none",Sun Jun 07 07:06:20 PDT 2009,Negative
1438,0,@mtvbuzzworthy im sorry about the food poisoning.  i hope you feel better!,Sun Jun 07 13:08:34 PDT 2009,Negative
1439,0,"today, restaurant city robbed me of my daily free ingredient + my daily food quiz opportunity to get another free ingredient",Mon Jun 15 02:08:05 PDT 2009,Negative
1440,0,@megron poor baby  food poisoning?,Mon Jun 15 03:28:07 PDT 2009,Negative
